@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
1622,'2019/09/26 10:01:51:123',11,-7831442,-7436425,-7239045,-7238528,-7435646,-7698300,-8027006,-8355969,-8816517,-9209725,-6910594,-6647163,-6646903,-6777716,-6974325,-7171444,-7434870,-7632504,-7106668,-7302497,-6449529,-6449013,-8422028,-10987436,-10527658,-8224903,-7237234,-7500662,-7303788,-8092532,-6251634,-7632256,-14012885,-16643824,-15395304,-13423318,-12172995,-11646136,-11776688,-11381158,-6251117,-7631741,-15065571,-16643825,-15066338,-13094095,-12633802,-12435651,-12434618,-12169645,-6251116,-6513515,-8486789,-11118506,-10066078,-8815754,-7894393,-8553350,-9145223,-8947327,-6382699,-6447978,-6710891,-6973549,-7236206,-7433585,-7368561,-7434867,-6119514,-6316890,-6646384,-6514540,-6645354,-6842476,-7039854,-7700098,-7899279,-7769235,-7897729,-6975077,-7238260,-6843759,-6777709,-6777708,-6974832,-8493470,-8102315,-6789799,-7248290,-11185576,-8092798,-7698296,-7501174,-7369587,-7304051,-7567738,-8095882,-7637902,-8623769,-10263187,4
1623,'2019/09/26 10:01:51:157',11,-7831443,-7370891,-7239044,-7238782,-7435646,-7698301,-7961727,-8290432,-8816517,-9209724,-6910595,-6647165,-6646904,-6777717,-6974580,-7105908,-7434870,-7632504,-7106668,-7368033,-6449785,-6449014,-8356235,-10921388,-10527401,-8224647,-7237234,-7500662,-7303533,-8092531,-6251634,-7566463,-13947349,-16643824,-15460840,-13423317,-12107459,-11580599,-11776688,-11446694,-6251118,-7631997,-14999778,-16709106,-15066337,-13094353,-12699336,-12435651,-12434618,-12169645,-6316652,-6513514,-8552582,-11249835,-10131871,-8881547,-7894393,-8618886,-9145222,-8947327,-6382700,-6447978,-6710891,-6973549,-7236206,-7368304,-7368561,-7434867,-6185307,-6316890,-6646383,-6514540,-6645355,-6842477,-7039854,-7699841,-7833485,-7768978,-7831936,-6909284,-7238005,-6843759,-6777709,-6842988,-6974575,-8493214,-8168109,-6724264,-7313826,-11185576,-8092797,-7698296,-7501174,-7369587,-7303796,-7567738,-8095882,-7638160,-8558489,-10328981,4
1624,'2019/09/26 10:01:51:191',11,-7765906,-7370890,-7304580,-7304062,-7500926,-7698301,-7961727,-8290432,-8816517,-9340797,-6910594,-6712700,-6646904,-6777461,-6974580,-7171444,-7435125,-7632504,-7106668,-7302497,-6449784,-6449013,-8290442,-10790058,-10395816,-8158854,-7237234,-7500663,-7237996,-8026738,-6251634,-7500928,-14078678,-16643568,-15460839,-13423061,-12107202,-11580343,-11776432,-11315621,-6251118,-7631998,-14999521,-16643824,-15066337,-13159634,-12699338,-12435651,-12434618,-12169901,-6316652,-6513516,-8618375,-11315628,-10197664,-8881803,-7960186,-8684423,-9211015,-8947585,-6382701,-6447976,-6710635,-6973548,-7236206,-7368048,-7368561,-7434868,-6185307,-6382426,-6646384,-6580076,-6645355,-6842475,-7039855,-7634048,-7767435,-7834256,-7831679,-6843491,-7238005,-6843758,-6777709,-6842988,-6974576,-8493471,-8168365,-6790057,-7379362,-11120039,-8092798,-7698552,-7501174,-7369587,-7303796,-7567736,-8096140,-7703953,-8493209,-10329239,4
1625,'2019/09/26 10:01:51:224',11,-7765906,-7370890,-7304580,-7304062,-7500926,-7698301,-7961727,-8290432,-8816517,-9340797,-6910594,-6712700,-6646904,-6777461,-6974580,-7171444,-7435125,-7632504,-7106668,-7302497,-6449784,-6449013,-8290442,-10790058,-10395816,-8158854,-7237234,-7500663,-7237996,-8026738,-6251634,-7500928,-14078678,-16643568,-15460839,-13423061,-12107202,-11580343,-11776432,-11315621,-6251118,-7631998,-14999521,-16643824,-15066337,-13159634,-12699338,-12435651,-12434618,-12169901,-6316652,-6513516,-8618375,-11315628,-10197664,-8881803,-7960186,-8684423,-9211015,-8947585,-6382701,-6447976,-6710635,-6973548,-7236206,-7368048,-7368561,-7434868,-6185307,-6382426,-6646384,-6580076,-6645355,-6842475,-7039855,-7634048,-7767435,-7834256,-7831679,-6843491,-7238005,-6843758,-6777709,-6842988,-6974576,-8493471,-8168365,-6790057,-7379362,-11120039,-8092798,-7698552,-7501174,-7369587,-7303796,-7567736,-8096140,-7703953,-8493209,-10329239,4
1626,'2019/09/26 10:01:51:259',11,-7831186,-7436426,-7239045,-7238529,-7435647,-7698046,-8027007,-8290433,-8816518,-9275261,-6910594,-6712955,-6712183,-6777461,-6974581,-7105908,-7434870,-7632504,-7106668,-7368033,-6384248,-6449014,-8224393,-10658472,-10330278,-8093317,-7237234,-7500662,-7237739,-7961202,-6251889,-7500926,-14078934,-16643568,-15460839,-13423316,-12041409,-11514551,-11776431,-11315365,-6251118,-7697534,-14933984,-16643824,-15131873,-13159889,-12699338,-12435907,-12434618,-12169646,-6316651,-6513516,-8684168,-11381678,-10263457,-8947340,-7960186,-8619143,-9276552,-9013120,-6382700,-6447977,-6710891,-6908013,-7236206,-7368048,-7368561,-7434612,-6185307,-6317146,-6711919,-6514539,-6645355,-6842476,-7039854,-7633536,-7701641,-7834255,-7766144,-6777698,-7238006,-6843758,-6843245,-6842989,-6974575,-8493214,-8299950,-6724777,-7248034,-11120297,-8092797,-7698552,-7501173,-7303796,-7303795,-7501945,-8227468,-7638673,-8427417,-10395031,4
1627,'2019/09/26 10:01:51:292',11,-7831188,-7370890,-7304579,-7238528,-7435646,-7698300,-8027007,-8290432,-8750980,-9275261,-6910593,-6712955,-6646904,-6777461,-6974580,-7106164,-7434870,-7632504,-7106668,-7368033,-6449528,-6449014,-8158599,-10658215,-10330022,-8093060,-7237234,-7500407,-7237740,-8026738,-6317170,-7500670,-14013397,-16643825,-15460840,-13423060,-12041153,-11449013,-11710895,-11315364,-6251117,-7697533,-14868449,-16643825,-15131873,-13159888,-12699594,-12501443,-12500154,-12169902,-6382187,-6513515,-8749960,-11512751,-10329249,-8947596,-8025979,-8684680,-9276808,-9013121,-6382700,-6447977,-6710891,-6973548,-7236462,-7368304,-7368561,-7434612,-6185308,-6382426,-6711919,-6580076,-6645355,-6842476,-7039854,-7567742,-7700871,-7899534,-7765887,-6711906,-7238004,-6909295,-6777709,-6777453,-6974575,-8427421,-8431022,-6856106,-7182241,-11054763,-8027261,-7698296,-7501173,-7369588,-7369332,-7567224,-8227726,-7704466,-8361882,-10330009,4
1628,'2019/09/26 10:01:51:323',11,-7831188,-7370890,-7304579,-7238528,-7435646,-7698300,-8027007,-8290432,-8750980,-9275261,-6910593,-6712955,-6646904,-6777461,-6974580,-7106164,-7434870,-7632504,-7106668,-7368033,-6449528,-6449014,-8158599,-10658215,-10330022,-8093060,-7237234,-7500407,-7237740,-8026738,-6317170,-7500670,-14013397,-16643825,-15460840,-13423060,-12041153,-11449013,-11710895,-11315364,-6251117,-7697533,-14868449,-16643825,-15131873,-13159888,-12699594,-12501443,-12500154,-12169902,-6382187,-6513515,-8749960,-11512751,-10329249,-8947596,-8025979,-8684680,-9276808,-9013121,-6382700,-6447977,-6710891,-6973548,-7236462,-7368304,-7368561,-7434612,-6185308,-6382426,-6711919,-6580076,-6645355,-6842476,-7039854,-7567742,-7700871,-7899534,-7765887,-6711906,-7238004,-6909295,-6777709,-6777453,-6974575,-8427421,-8431022,-6856106,-7182241,-11054763,-8027261,-7698296,-7501173,-7369588,-7369332,-7567224,-8227726,-7704466,-8361882,-10330009,4
1629,'2019/09/26 10:01:51:357',11,-7831187,-7436426,-7239044,-7238528,-7501182,-7632765,-8027007,-8290433,-8816517,-9275261,-6910594,-6647164,-6712184,-6777462,-6974580,-7106163,-7434869,-7632759,-7106667,-7302496,-6449530,-6449013,-8093063,-10526886,-10198437,-8027267,-7237234,-7500406,-7172203,-7960945,-6251633,-7435135,-14144470,-16643825,-15395302,-13357524,-11909824,-11448758,-11645102,-11249829,-6251118,-7697790,-14933728,-16643567,-15131872,-13159889,-12765130,-12501443,-12500154,-12169901,-6316652,-6513515,-8881546,-11578801,-10395043,-9013389,-8025980,-8750473,-9342346,-9013378,-6382701,-6447978,-6710891,-6973293,-7236206,-7368048,-7368561,-7434612,-6185307,-6316891,-6646384,-6514540,-6645354,-6842477,-7039855,-7501435,-7569027,-7833483,-7634300,-6711649,-7303540,-6843759,-6777708,-6842989,-6974575,-8361627,-8496559,-6921644,-7248288,-10989227,-8092797,-7698296,-7501174,-7304052,-7303795,-7567481,-8359569,-7704982,-8231069,-10330268,4
1630,'2019/09/26 10:01:51:400',11,-7831187,-7436426,-7239044,-7238528,-7501182,-7632765,-8027007,-8290433,-8816517,-9275261,-6910594,-6647164,-6712184,-6777462,-6974580,-7106163,-7434869,-7632759,-7106667,-7302496,-6449530,-6449013,-8093063,-10526886,-10198437,-8027267,-7237234,-7500406,-7172203,-7960945,-6251633,-7435135,-14144470,-16643825,-15395302,-13357524,-11909824,-11448758,-11645102,-11249829,-6251118,-7697790,-14933728,-16643567,-15131872,-13159889,-12765130,-12501443,-12500154,-12169901,-6316652,-6513515,-8881546,-11578801,-10395043,-9013389,-8025980,-8750473,-9342346,-9013378,-6382701,-6447978,-6710891,-6973293,-7236206,-7368048,-7368561,-7434612,-6185307,-6316891,-6646384,-6514540,-6645354,-6842477,-7039855,-7501435,-7569027,-7833483,-7634300,-6711649,-7303540,-6843759,-6777708,-6842989,-6974575,-8361627,-8496559,-6921644,-7248288,-10989227,-8092797,-7698296,-7501174,-7304052,-7303795,-7567481,-8359569,-7704982,-8231069,-10330268,4
1631,'2019/09/26 10:01:51:438',11,-7765651,-7370889,-7239045,-7238528,-7501182,-7698300,-8027006,-8290432,-8750981,-9209981,-6910595,-6712699,-6712184,-6777717,-6974581,-7171443,-7434870,-7632504,-7041131,-7368032,-6449529,-6449013,-8027270,-10461092,-10198436,-7961474,-7237234,-7500406,-7172202,-7960944,-6317169,-7500670,-14144470,-16643826,-15395302,-13357268,-11909567,-11448758,-11645101,-11249827,-6251119,-7763327,-14933729,-16643568,-15131872,-13159889,-12765131,-12501443,-12500154,-12169902,-6316652,-6513516,-8947340,-11644593,-10460835,-9078926,-8091772,-8750728,-9342601,-9078914,-6448236,-6447978,-6710891,-6973548,-7236206,-7368048,-7368561,-7434867,-6250844,-6382682,-6646383,-6514540,-6645355,-6842476,-7039854,-7435384,-7502720,-7898762,-7568251,-6646112,-7238260,-6843760,-6843245,-6842989,-6974573,-8361627,-8562349,-6856107,-7445153,-10988969,-8027261,-7698296,-7501174,-7369332,-7303795,-7633531,-8491411,-7770777,-8231068,-10396061,4
1632,'2019/09/26 10:01:51:472',11,-7831187,-7370890,-7304580,-7238782,-7500927,-7698301,-7961726,-8290433,-8816516,-9275517,-6910593,-6712699,-6646648,-6777461,-6974580,-7105908,-7434870,-7698040,-7106667,-7302752,-6449784,-6449013,-8027270,-10395302,-10198436,-7961474,-7237234,-7500406,-7171947,-7960944,-6251633,-7435134,-14144470,-16643825,-15395302,-13357525,-11909567,-11448757,-11645101,-11249828,-6251117,-7763327,-14868192,-16643568,-15131873,-13159889,-12765131,-12501443,-12500154,-12169902,-6251116,-6513517,-8947340,-11710386,-10460835,-9078926,-8091772,-8750474,-9408138,-9078914,-6382700,-6447978,-6710891,-6973549,-7236207,-7368048,-7368561,-7434611,-6250845,-6382682,-6646382,-6514539,-6645355,-6842220,-7039854,-7369591,-7502207,-7964041,-7502457,-6646112,-7238260,-6843758,-6777709,-6842988,-6974575,-8295835,-8562095,-6855850,-7510690,-10923177,-8092798,-7698296,-7501174,-7304051,-7369331,-7699324,-8557462,-7705498,-8231325,-10461854,4
1633,'2019/09/26 10:01:51:507',11,-7831187,-7370890,-7304580,-7238782,-7500927,-7698301,-7961726,-8290433,-8816516,-9275517,-6910593,-6712699,-6646648,-6777461,-6974580,-7105908,-7434870,-7698040,-7106667,-7302752,-6449784,-6449013,-8027270,-10395302,-10198436,-7961474,-7237234,-7500406,-7171947,-7960944,-6251633,-7435134,-14144470,-16643825,-15395302,-13357525,-11909567,-11448757,-11645101,-11249828,-6251117,-7763327,-14868192,-16643568,-15131873,-13159889,-12765131,-12501443,-12500154,-12169902,-6251116,-6513517,-8947340,-11710386,-10460835,-9078926,-8091772,-8750474,-9408138,-9078914,-6382700,-6447978,-6710891,-6973549,-7236207,-7368048,-7368561,-7434611,-6250845,-6382682,-6646382,-6514539,-6645355,-6842220,-7039854,-7369591,-7502207,-7964041,-7502457,-6646112,-7238260,-6843758,-6777709,-6842988,-6974575,-8295835,-8562095,-6855850,-7510690,-10923177,-8092798,-7698296,-7501174,-7304051,-7369331,-7699324,-8557462,-7705498,-8231325,-10461854,4
1634,'2019/09/26 10:01:51:540',11,-7831188,-7370890,-7239299,-7238527,-7435645,-7632764,-7961471,-8290432,-8816517,-9275261,-6910595,-6647419,-6646648,-6777460,-6974324,-7105907,-7434870,-7632760,-7106668,-7302497,-6449529,-6449013,-7961478,-10395043,-10198436,-7961474,-7237234,-7500406,-7171946,-7960946,-6317169,-7369340,-14078933,-16643824,-15460838,-13357524,-11909823,-11382965,-11645102,-11249827,-6251118,-7697534,-14802399,-16643567,-15197665,-13225681,-12765131,-12501443,-12500154,-12169901,-6316652,-6513516,-8881802,-11644594,-10526373,-9079182,-8091772,-8750473,-9408138,-9078914,-6382700,-6447977,-6710891,-6908013,-7236206,-7368048,-7368305,-7434866,-6251100,-6382427,-6646382,-6514540,-6645354,-6842476,-7039854,-7369333,-7436413,-7898248,-7501945,-6646112,-7238259,-6843758,-6777709,-6777452,-6974574,-8295834,-8496558,-6855851,-7576738,-10857385,-8092797,-7698297,-7501173,-7304051,-7303794,-7765372,-8557719,-7771546,-8100509,-10527647,4
1635,'2019/09/26 10:01:51:575',11,-7831186,-7370890,-7239045,-7238528,-7566463,-7698300,-8027262,-8290432,-8816517,-9209982,-6845059,-6712699,-6646648,-6777717,-6974325,-7105907,-7435125,-7632760,-7106668,-7302497,-6449529,-6449013,-7961477,-10395044,-10198436,-8027010,-7237234,-7500406,-7171946,-7960945,-6251633,-7369085,-14078934,-16643825,-15460839,-13357523,-11909823,-11448757,-11645101,-11249827,-6251117,-7631996,-14802398,-16709104,-15197665,-13225680,-12765129,-12501444,-12434618,-12169901,-6316651,-6513515,-8881547,-11644593,-10460837,-9079182,-8091772,-8750473,-9408138,-9013378,-6382700,-6513258,-6776171,-6973548,-7236206,-7368048,-7368560,-7434611,-6251100,-6382682,-6646384,-6514540,-6710891,-6842476,-7039854,-7303027,-7370619,-7897734,-7436150,-6645856,-7238260,-6909295,-6777709,-6842989,-6974575,-8230042,-8430765,-6856105,-7708066,-10791591,-8092797,-7698296,-7501173,-7369332,-7303795,-7831167,-8624027,-7771803,-8034974,-10527905,4
1636,'2019/09/26 10:01:51:606',11,-7831186,-7370890,-7239045,-7238528,-7566463,-7698300,-8027262,-8290432,-8816517,-9209982,-6845059,-6712699,-6646648,-6777717,-6974325,-7105907,-7435125,-7632760,-7106668,-7302497,-6449529,-6449013,-7961477,-10395044,-10198436,-8027010,-7237234,-7500406,-7171946,-7960945,-6251633,-7369085,-14078934,-16643825,-15460839,-13357523,-11909823,-11448757,-11645101,-11249827,-6251117,-7631996,-14802398,-16709104,-15197665,-13225680,-12765129,-12501444,-12434618,-12169901,-6316651,-6513515,-8881547,-11644593,-10460837,-9079182,-8091772,-8750473,-9408138,-9013378,-6382700,-6513258,-6776171,-6973548,-7236206,-7368048,-7368560,-7434611,-6251100,-6382682,-6646384,-6514540,-6710891,-6842476,-7039854,-7303027,-7370619,-7897734,-7436150,-6645856,-7238260,-6909295,-6777709,-6842989,-6974575,-8230042,-8430765,-6856105,-7708066,-10791591,-8092797,-7698296,-7501173,-7369332,-7303795,-7831167,-8624027,-7771803,-8034974,-10527905,4
1637,'2019/09/26 10:01:51:640',11,-7765908,-7370889,-7239044,-7238529,-7501183,-7698302,-8027007,-8290432,-8816517,-9275517,-6975875,-6712700,-6712184,-6777462,-6974580,-7105907,-7434869,-7632760,-7106668,-7302497,-6449528,-6383476,-8027270,-10395301,-10198436,-7961475,-7237235,-7500406,-7171946,-8026482,-6251633,-7435134,-14144470,-16643825,-15395303,-13423060,-11909566,-11382965,-11644846,-11249829,-6251117,-7763326,-14868192,-16709104,-15197408,-13225680,-12765131,-12501443,-12500154,-12169901,-6316651,-6513515,-8947340,-11710386,-10460836,-9078926,-8091772,-8750729,-9407883,-9013377,-6382701,-6447977,-6710891,-6973549,-7170670,-7368048,-7368304,-7434611,-6251100,-6382683,-6646384,-6514539,-6645354,-6842475,-7039854,-7237490,-7370361,-7831683,-7304820,-6645856,-7238260,-6843758,-6777709,-6777453,-6974575,-8229785,-8299179,-6921643,-7904931,-10791078,-8092797,-7698297,-7501173,-7369331,-7369331,-7897474,-8821149,-7772318,-8034976,-10659490,4
1638,'2019/09/26 10:01:51:672',11,-7765908,-7370889,-7239044,-7238529,-7501183,-7698302,-8027007,-8290432,-8816517,-9275517,-6975875,-6712700,-6712184,-6777462,-6974580,-7105907,-7434869,-7632760,-7106668,-7302497,-6449528,-6383476,-8027270,-10395301,-10198436,-7961475,-7237235,-7500406,-7171946,-8026482,-6251633,-7435134,-14144470,-16643825,-15395303,-13423060,-11909566,-11382965,-11644846,-11249829,-6251117,-7763326,-14868192,-16709104,-15197408,-13225680,-12765131,-12501443,-12500154,-12169901,-6316651,-6513515,-8947340,-11710386,-10460836,-9078926,-8091772,-8750729,-9407883,-9013377,-6382701,-6447977,-6710891,-6973549,-7170670,-7368048,-7368304,-7434611,-6251100,-6382683,-6646384,-6514539,-6645354,-6842475,-7039854,-7237490,-7370361,-7831683,-7304820,-6645856,-7238260,-6843758,-6777709,-6777453,-6974575,-8229785,-8299179,-6921643,-7904931,-10791078,-8092797,-7698297,-7501173,-7369331,-7369331,-7897474,-8821149,-7772318,-8034976,-10659490,4
1639,'2019/09/26 10:01:51:706',11,-7831188,-7370889,-7239044,-7238527,-7501182,-7632765,-7961725,-8290432,-8816517,-9341054,-6910594,-6647420,-6646904,-6777461,-6974581,-7171444,-7434869,-7632504,-7106668,-7302497,-6449785,-6449013,-7961479,-10460837,-10198437,-7961474,-7237234,-7500406,-7172202,-7960946,-6251634,-7434878,-14144470,-16643825,-15460840,-13357525,-11909822,-11382964,-11644846,-11249828,-6251117,-7763325,-14868192,-16643569,-15132129,-13159889,-12699594,-12501443,-12434618,-12169645,-6316651,-6513516,-8947339,-11644849,-10460836,-9078927,-8026236,-8750729,-9408138,-9078914,-6382700,-6447721,-6710892,-6973549,-7236206,-7368048,-7368304,-7434867,-6251100,-6382427,-6646384,-6514540,-6645355,-6842475,-7039854,-7237490,-7370104,-7765632,-7304308,-6580319,-7238005,-6843759,-6777709,-6842988,-6974575,-8032663,-8233128,-6987434,-7970468,-10659749,-8092797,-7698297,-7501174,-7369588,-7304050,-7963525,-8953249,-7772832,-7969697,-10594212,4
1640,'2019/09/26 10:01:51:739',11,-7831188,-7370889,-7239044,-7238527,-7501182,-7632765,-7961725,-8290432,-8816517,-9341054,-6910594,-6647420,-6646904,-6777461,-6974581,-7171444,-7434869,-7632504,-7106668,-7302497,-6449785,-6449013,-7961479,-10460837,-10198437,-7961474,-7237234,-7500406,-7172202,-7960946,-6251634,-7434878,-14144470,-16643825,-15460840,-13357525,-11909822,-11382964,-11644846,-11249828,-6251117,-7763325,-14868192,-16643569,-15132129,-13159889,-12699594,-12501443,-12434618,-12169645,-6316651,-6513516,-8947339,-11644849,-10460836,-9078927,-8026236,-8750729,-9408138,-9078914,-6382700,-6447721,-6710892,-6973549,-7236206,-7368048,-7368304,-7434867,-6251100,-6382427,-6646384,-6514540,-6645355,-6842475,-7039854,-7237490,-7370104,-7765632,-7304308,-6580319,-7238005,-6843759,-6777709,-6842988,-6974575,-8032663,-8233128,-6987434,-7970468,-10659749,-8092797,-7698297,-7501174,-7369588,-7304050,-7963525,-8953249,-7772832,-7969697,-10594212,4
1641,'2019/09/26 10:01:51:772',11,-7831187,-7370890,-7304580,-7238528,-7501182,-7698300,-7961471,-8290432,-8816517,-9275518,-6910594,-6647420,-6712184,-6777461,-6974579,-7105907,-7434869,-7632504,-7106668,-7368034,-6449529,-6449013,-8027014,-10460836,-10198437,-8027010,-7237234,-7500407,-7172202,-8026481,-6251633,-7369341,-14144469,-16643823,-15395303,-13423060,-11844031,-11382965,-11579565,-11249828,-6251118,-7697534,-14868192,-16643825,-15197409,-13225425,-12765130,-12435907,-12434618,-12169645,-6251116,-6513515,-8881546,-11644594,-10460836,-9078926,-8091772,-8750730,-9342601,-9013378,-6382701,-6447977,-6776428,-6973548,-7236206,-7368048,-7368304,-7434611,-6251101,-6382427,-6646385,-6514540,-6645354,-6842476,-7039854,-7237233,-7369847,-7764863,-7238515,-6580318,-7238005,-6843759,-6777708,-6842988,-6974575,-8032149,-8233128,-7118763,-8167077,-10659491,-8092797,-7698296,-7435637,-7369332,-7303796,-7963782,-8953506,-7838882,-7904417,-10725798,4
1642,'2019/09/26 10:01:51:806',11,-7831186,-7370890,-7239044,-7238528,-7435647,-7698300,-8027006,-8290432,-8751236,-9275520,-6976130,-6647419,-6646648,-6777717,-6974581,-7106163,-7435125,-7632504,-7106668,-7302753,-6449530,-6449014,-8027270,-10461094,-10198437,-7961474,-7237234,-7500406,-7172202,-7960945,-6251635,-7435134,-14078933,-16643825,-15395304,-13357525,-11844031,-11382965,-11645102,-11249828,-6251118,-7763326,-14933729,-16643824,-15132129,-13159888,-12699594,-12501443,-12434618,-12104365,-6316651,-6513515,-8881547,-11644594,-10460835,-9078926,-8091772,-8750729,-9342346,-9013377,-6382700,-6382441,-6710891,-6973548,-7236206,-7368048,-7368304,-7434611,-6250845,-6316891,-6646384,-6514539,-6645354,-6842476,-7039854,-7237234,-7369591,-7764862,-7238514,-6580063,-7238004,-6843759,-6777710,-6842989,-6974574,-8097685,-8364201,-7118763,-8101795,-10593955,-8092797,-7698553,-7501174,-7369587,-7303795,-8029317,-9019298,-7838884,-7838883,-10660263,4
1643,'2019/09/26 10:01:51:842',11,-7831186,-7370890,-7239044,-7238528,-7435647,-7698300,-8027006,-8290432,-8751236,-9275520,-6976130,-6647419,-6646648,-6777717,-6974581,-7106163,-7435125,-7632504,-7106668,-7302753,-6449530,-6449014,-8027270,-10461094,-10198437,-7961474,-7237234,-7500406,-7172202,-7960945,-6251635,-7435134,-14078933,-16643825,-15395304,-13357525,-11844031,-11382965,-11645102,-11249828,-6251118,-7763326,-14933729,-16643824,-15132129,-13159888,-12699594,-12501443,-12434618,-12104365,-6316651,-6513515,-8881547,-11644594,-10460835,-9078926,-8091772,-8750729,-9342346,-9013377,-6382700,-6382441,-6710891,-6973548,-7236206,-7368048,-7368304,-7434611,-6250845,-6316891,-6646384,-6514539,-6645354,-6842476,-7039854,-7237234,-7369591,-7764862,-7238514,-6580063,-7238004,-6843759,-6777710,-6842989,-6974574,-8097685,-8364201,-7118763,-8101795,-10593955,-8092797,-7698553,-7501174,-7369587,-7303795,-8029317,-9019298,-7838884,-7838883,-10660263,4
1644,'2019/09/26 10:01:51:873',11,-7831187,-7370890,-7239044,-7238529,-7501182,-7698300,-8027006,-8290432,-8816773,-9275518,-6910595,-6647419,-6646649,-6777717,-6974581,-7106164,-7434869,-7632760,-7106667,-7302498,-6449784,-6449013,-8027271,-10461094,-10264230,-8027267,-7237233,-7500406,-7172203,-8026482,-6251634,-7434877,-14078677,-16578288,-15395303,-13423060,-11909567,-11382965,-11645102,-11315365,-6251118,-7697534,-14933985,-16643825,-15197409,-13160144,-12765130,-12501443,-12434618,-12104110,-6316652,-6513515,-8815754,-11578800,-10395300,-9013390,-8091772,-8750473,-9276810,-9013120,-6382700,-6447977,-6710892,-6973549,-7236206,-7368048,-7368560,-7434611,-6251101,-6382426,-6646384,-6514539,-6645354,-6842220,-7039853,-7237234,-7369590,-7699326,-7304051,-6580063,-7238004,-6843759,-6777709,-6842989,-6974574,-8032149,-8364201,-7184299,-8036004,-10594212,-8027262,-7698296,-7501174,-7303795,-7303796,-7963525,-8953507,-7904419,-7904162,-10660262,4
