@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
1306,'2019/09/26 10:01:25:561',9,-7897236,-7436681,-7239044,-7238785,-7501440,-7698559,-8423051,-9740451,-8690590,-10003620,-6910852,-6647419,-6712441,-6777717,-6974838,-7239550,-10532540,-9942205,-7511977,-7378847,-6515321,-6383477,-6579826,-6776432,-6973553,-7105395,-7896451,-7767950,-6982031,-8030341,-6251634,-6447984,-9605016,-13355725,-11843003,-9343128,-7829371,-7697529,-7763828,-8355961,-6251117,-8157827,-13552076,-16643051,-15395301,-13554645,-13094351,-12435649,-12435133,-12169901,-6250860,-7500155,-15723759,-16709876,-14803166,-12830411,-12041152,-12040894,-12435133,-12038058,-6382699,-6447978,-7697530,-10065819,-9408660,-8224129,-7368561,-8027006,-8619391,-8487031,-6515054,-6514026,-6579562,-6776683,-6974060,-7171439,-7171950,-7303538,-6514531,-6119510,-7172467,-6843503,-6646379,-6777195,-6908525,-7040366,-7171952,-7304050,-7632758,-6974821,-8027004,-7632503,-7435381,-7303795,-7303795,-7435380,-7632758,-7895930,-8422017,-9144966,2
1307,'2019/09/26 10:01:25:594',9,-7897236,-7436682,-7239044,-7304320,-7501439,-7698559,-8489358,-9937572,-8690848,-9938343,-6976388,-6647419,-6712441,-6777462,-6974839,-7239552,-10664125,-9876156,-7511465,-7378846,-6449785,-6449012,-6579826,-6776434,-6973554,-7105395,-7698814,-7570314,-6981003,-8029569,-6251635,-6382704,-9539737,-13355726,-11843004,-9343127,-7829371,-7697529,-7763828,-8355960,-6185582,-8158084,-13486541,-16643050,-15460837,-13554645,-13159887,-12435394,-12435133,-12104366,-6316652,-7565947,-15724014,-16709877,-14803167,-12765130,-12041152,-11975613,-12500669,-11972522,-6382699,-6447978,-7763322,-10131611,-9408405,-8224129,-7368562,-8027005,-8684927,-8487032,-6580334,-6448490,-6579562,-6776683,-6974061,-7171439,-7171695,-7303282,-6514531,-6119509,-7172468,-6777966,-6711660,-6777195,-6843244,-7040367,-7172207,-7303794,-7567477,-7040356,-8027004,-7567222,-7435381,-7303794,-7369331,-7435380,-7632759,-7895930,-8422272,-9144965,2
1308,'2019/09/26 10:01:25:627',9,-7896982,-7436681,-7239045,-7304320,-7501441,-7698559,-8818581,-10070187,-8626083,-9807784,-6910852,-6647419,-6712441,-6777461,-6974583,-7239808,-10795711,-9744826,-7380136,-7640990,-6449786,-6383221,-6579826,-6776433,-6973553,-7105395,-7369079,-7372421,-6914438,-7831675,-6251633,-6382704,-9539735,-13355725,-11777467,-9277590,-7829371,-7697529,-7763828,-8355705,-6251118,-8158084,-13486540,-16577514,-15395300,-13554645,-13159888,-12369858,-12369598,-12169902,-6250860,-7565946,-15789294,-16709876,-14803166,-12765130,-12041152,-12040893,-12435388,-12038058,-6382700,-6447978,-7763322,-10131611,-9408661,-8224129,-7434098,-8027005,-8684928,-8487031,-6580590,-6448489,-6579562,-6776683,-6974060,-7171439,-7171695,-7238001,-6514531,-6119510,-7172467,-6843502,-6646123,-6777195,-6843245,-7040366,-7106416,-7303795,-7567478,-6974820,-8027004,-7566967,-7435380,-7303794,-7303795,-7435381,-7632758,-7895930,-8422016,-9079686,2
1309,'2019/09/26 10:01:25:662',9,-7896982,-7436681,-7239045,-7304320,-7501441,-7698559,-8818581,-10070187,-8626083,-9807784,-6910852,-6647419,-6712441,-6777461,-6974583,-7239808,-10795711,-9744826,-7380136,-7640990,-6449786,-6383221,-6579826,-6776433,-6973553,-7105395,-7369079,-7372421,-6914438,-7831675,-6251633,-6382704,-9539735,-13355725,-11777467,-9277590,-7829371,-7697529,-7763828,-8355705,-6251118,-8158084,-13486540,-16577514,-15395300,-13554645,-13159888,-12369858,-12369598,-12169902,-6250860,-7565946,-15789294,-16709876,-14803166,-12765130,-12041152,-12040893,-12435388,-12038058,-6382700,-6447978,-7763322,-10131611,-9408661,-8224129,-7434098,-8027005,-8684928,-8487031,-6580590,-6448489,-6579562,-6776683,-6974060,-7171439,-7171695,-7238001,-6514531,-6119510,-7172467,-6843502,-6646123,-6777195,-6843245,-7040366,-7106416,-7303795,-7567478,-6974820,-8027004,-7566967,-7435380,-7303794,-7303795,-7435381,-7632758,-7895930,-8422016,-9079686,2
1310,'2019/09/26 10:01:25:696',9,-7896981,-7436426,-7239045,-7238785,-7501441,-7698560,-9345954,-10268340,-8692649,-9677226,-6976388,-6647419,-6712440,-6777461,-6974838,-7305603,-10531769,-9284018,-7183011,-7969440,-6449787,-6383476,-6579826,-6776433,-6973553,-7039857,-7303028,-7372420,-6913664,-7567474,-6317169,-6448239,-9539479,-13289932,-11777210,-9277334,-7829114,-7697529,-7763828,-8355704,-6251117,-8158084,-13552077,-16643050,-15395300,-13554901,-13159886,-12435395,-12435133,-12169901,-6251115,-7566203,-15724014,-16709876,-14803167,-12830667,-12041152,-12040894,-12500669,-12038058,-6317164,-6447978,-7763323,-10197404,-9474197,-8224129,-7434098,-8027006,-8684928,-8487031,-6580590,-6514026,-6645099,-6776684,-6974061,-7171694,-7171695,-7303537,-6580067,-6119510,-7172468,-6843502,-6646379,-6777195,-6908525,-7040366,-7171952,-7303794,-7567478,-6974820,-8027004,-7566966,-7435380,-7303794,-7369331,-7435380,-7632758,-7895930,-8422016,-9079431,2
1311,'2019/09/26 10:01:25:728',9,-7896981,-7436426,-7239045,-7238785,-7501441,-7698560,-9345954,-10268340,-8692649,-9677226,-6976388,-6647419,-6712440,-6777461,-6974838,-7305603,-10531769,-9284018,-7183011,-7969440,-6449787,-6383476,-6579826,-6776433,-6973553,-7039857,-7303028,-7372420,-6913664,-7567474,-6317169,-6448239,-9539479,-13289932,-11777210,-9277334,-7829114,-7697529,-7763828,-8355704,-6251117,-8158084,-13552077,-16643050,-15395300,-13554901,-13159886,-12435395,-12435133,-12169901,-6251115,-7566203,-15724014,-16709876,-14803167,-12830667,-12041152,-12040894,-12500669,-12038058,-6317164,-6447978,-7763323,-10197404,-9474197,-8224129,-7434098,-8027006,-8684928,-8487031,-6580590,-6514026,-6645099,-6776684,-6974061,-7171694,-7171695,-7303537,-6580067,-6119510,-7172468,-6843502,-6646379,-6777195,-6908525,-7040366,-7171952,-7303794,-7567478,-6974820,-8027004,-7566966,-7435380,-7303794,-7369331,-7435380,-7632758,-7895930,-8422016,-9079431,2
1312,'2019/09/26 10:01:25:760',9,-7831445,-7371146,-7239045,-7238785,-7435648,-7699073,-9939116,-10532027,-8627629,-9415340,-6976388,-6647420,-6712441,-6777462,-6974838,-7371396,-10136240,-8823210,-6985634,-8494497,-6449786,-6449012,-6579571,-6776433,-6973553,-7039857,-7303028,-7307141,-6978173,-7106920,-6251634,-6447983,-9473943,-13289676,-11711418,-9277334,-7829114,-7697528,-7763827,-8355704,-6251118,-8158085,-13552334,-16643051,-15460837,-13554646,-13094350,-12369858,-12369596,-12104365,-6251116,-7631740,-15723758,-16709876,-14803422,-12765131,-12041408,-12041149,-12435389,-11972522,-6317164,-6447979,-7829116,-10197661,-9474197,-8289666,-7434098,-8092798,-8684928,-8487032,-6580334,-6514026,-6579562,-6776683,-6974061,-7171439,-7171695,-7303538,-6514531,-6119510,-7172467,-6843503,-6711660,-6777195,-6908525,-7040366,-7171952,-7304050,-7567477,-6974564,-8027005,-7632502,-7435380,-7238259,-7369331,-7435380,-7632759,-7961466,-8422015,-9079430,2
1313,'2019/09/26 10:01:25:794',9,-7896979,-7436427,-7239045,-7238785,-7501185,-7699844,-10531512,-10598592,-8496557,-9021611,-6976387,-6712955,-6712441,-6777718,-7040118,-7305602,-9609381,-8559522,-6985377,-8822690,-6449785,-6383475,-6579826,-6776433,-6908018,-7105393,-7302772,-7306628,-7108215,-6842978,-6251633,-6447983,-9473687,-13224139,-11711416,-9211797,-7829114,-7697528,-7698290,-8355704,-6251118,-8158084,-13617870,-16643051,-15460581,-13620181,-13159887,-12369857,-12369596,-12104364,-6251117,-7631740,-15723758,-16709876,-14803422,-12830667,-12041409,-12040894,-12500669,-12038058,-6317164,-6447978,-7829116,-10263197,-9474196,-8289921,-7434097,-8027005,-8684928,-8487031,-6515054,-6514026,-6579562,-6776683,-6974060,-7171439,-7171695,-7303282,-6514531,-6119510,-7172467,-6843502,-6711659,-6777195,-6908526,-7040366,-7171951,-7304050,-7567477,-7040356,-8027005,-7632503,-7435125,-7303795,-7303795,-7435380,-7632758,-7895929,-8422016,-9144967,2
1314,'2019/09/26 10:01:25:827',9,-7896979,-7436427,-7239045,-7238785,-7501185,-7699844,-10531512,-10598592,-8496557,-9021611,-6976387,-6712955,-6712441,-6777718,-7040118,-7305602,-9609381,-8559522,-6985377,-8822690,-6449785,-6383475,-6579826,-6776433,-6908018,-7105393,-7302772,-7306628,-7108215,-6842978,-6251633,-6447983,-9473687,-13224139,-11711416,-9211797,-7829114,-7697528,-7698290,-8355704,-6251118,-8158084,-13617870,-16643051,-15460581,-13620181,-13159887,-12369857,-12369596,-12104364,-6251117,-7631740,-15723758,-16709876,-14803422,-12830667,-12041409,-12040894,-12500669,-12038058,-6317164,-6447978,-7829116,-10263197,-9474196,-8289921,-7434097,-8027005,-8684928,-8487031,-6515054,-6514026,-6579562,-6776683,-6974060,-7171439,-7171695,-7303282,-6514531,-6119510,-7172467,-6843502,-6711659,-6777195,-6908526,-7040366,-7171951,-7304050,-7567477,-7040356,-8027005,-7632503,-7435125,-7303795,-7303795,-7435380,-7632758,-7895929,-8422016,-9144967,2
1315,'2019/09/26 10:01:25:861',9,-7831701,-7371145,-7239044,-7304321,-7501184,-7831946,-10992578,-10401985,-8430763,-8823976,-6976388,-6647421,-6646904,-6777462,-6974838,-7304575,-9148059,-8230815,-6920096,-9215904,-6449785,-6383476,-6579825,-6776433,-6973553,-7105393,-7303027,-7371648,-7041651,-6645599,-6251633,-6382447,-9473686,-13224139,-11645624,-9277077,-7829114,-7631992,-7698291,-8355704,-6251118,-8092548,-13552334,-16577516,-15395301,-13554645,-13159886,-12369857,-12369597,-12104365,-6251116,-7631740,-15723758,-16709876,-14868959,-12830667,-12041408,-12040895,-12435134,-11972522,-6317164,-6447978,-7894653,-10263197,-9474197,-8289666,-7368562,-8027006,-8684928,-8487032,-6580335,-6448491,-6579562,-6776683,-6974061,-7171694,-7171695,-7303538,-6514530,-6119510,-7238003,-6843503,-6711659,-6777195,-6843244,-7040365,-7171952,-7303795,-7567222,-6974820,-8027005,-7632503,-7435380,-7303794,-7303795,-7435380,-7632759,-7895930,-8422272,-9079431,2
1316,'2019/09/26 10:01:25:894',9,-7831701,-7371145,-7239044,-7304321,-7501184,-7831946,-10992578,-10401985,-8430763,-8823976,-6976388,-6647421,-6646904,-6777462,-6974838,-7304575,-9148059,-8230815,-6920096,-9215904,-6449785,-6383476,-6579825,-6776433,-6973553,-7105393,-7303027,-7371648,-7041651,-6645599,-6251633,-6382447,-9473686,-13224139,-11645624,-9277077,-7829114,-7631992,-7698291,-8355704,-6251118,-8092548,-13552334,-16577516,-15395301,-13554645,-13159886,-12369857,-12369597,-12104365,-6251116,-7631740,-15723758,-16709876,-14868959,-12830667,-12041408,-12040895,-12435134,-11972522,-6317164,-6447978,-7894653,-10263197,-9474197,-8289666,-7368562,-8027006,-8684928,-8487032,-6580335,-6448491,-6579562,-6776683,-6974061,-7171694,-7171695,-7303538,-6514530,-6119510,-7238003,-6843503,-6711659,-6777195,-6843244,-7040365,-7171952,-7303795,-7567222,-6974820,-8027005,-7632503,-7435380,-7303794,-7303795,-7435380,-7632759,-7895930,-8422272,-9079431,2
1317,'2019/09/26 10:01:25:926',9,-7896981,-7371146,-7239045,-7238785,-7501184,-7964045,-11124165,-9942461,-8364971,-8692392,-6976388,-6647164,-6712440,-6712182,-6974838,-7172987,-8950166,-8034207,-7116705,-9215130,-6449786,-6449011,-6579826,-6776433,-6908017,-7039858,-7237235,-7436157,-6909292,-6579806,-6251634,-6447983,-9473686,-13223883,-11514296,-9211541,-7763578,-7697528,-7763827,-8355704,-6251117,-8223621,-13617871,-16577514,-15395046,-13554645,-13159887,-12435393,-12369597,-12169645,-6316397,-7697533,-15723757,-16709875,-14803423,-12765131,-12041409,-12041149,-12500669,-11972522,-6317164,-6447979,-7894909,-10263198,-9474197,-8289665,-7434098,-8027006,-8684928,-8487032,-6515054,-6448746,-6579562,-6776683,-6974061,-7171694,-7171695,-7303538,-6514531,-6119509,-7172468,-6777966,-6711661,-6711659,-6842989,-7040366,-7172207,-7304050,-7567477,-6974819,-8027005,-7632503,-7435125,-7303795,-7303794,-7435380,-7632758,-7895929,-8422272,-9079431,2
1318,'2019/09/26 10:01:25:960',9,-7896981,-7371146,-7239045,-7238785,-7501184,-7964045,-11124165,-9942461,-8364971,-8692392,-6976388,-6647164,-6712440,-6712182,-6974838,-7172987,-8950166,-8034207,-7116705,-9215130,-6449786,-6449011,-6579826,-6776433,-6908017,-7039858,-7237235,-7436157,-6909292,-6579806,-6251634,-6447983,-9473686,-13223883,-11514296,-9211541,-7763578,-7697528,-7763827,-8355704,-6251117,-8223621,-13617871,-16577514,-15395046,-13554645,-13159887,-12435393,-12369597,-12169645,-6316397,-7697533,-15723757,-16709875,-14803423,-12765131,-12041409,-12041149,-12500669,-11972522,-6317164,-6447979,-7894909,-10263198,-9474197,-8289665,-7434098,-8027006,-8684928,-8487032,-6515054,-6448746,-6579562,-6776683,-6974061,-7171694,-7171695,-7303538,-6514531,-6119509,-7172468,-6777966,-6711661,-6711659,-6842989,-7040366,-7172207,-7304050,-7567477,-6974819,-8027005,-7632503,-7435125,-7303795,-7303794,-7435380,-7632758,-7895929,-8422272,-9079431,2
1319,'2019/09/26 10:01:25:995',9,-7896981,-7436427,-7304580,-7304320,-7501440,-7964302,-11123906,-9941691,-8364713,-8692389,-6976387,-6647419,-6712440,-6777718,-6974583,-7172731,-8752788,-8034206,-7313056,-9148564,-6449786,-6383476,-6579826,-6710896,-6973553,-7039857,-7237235,-7435384,-6843243,-6579806,-6251634,-6382703,-9473686,-13223882,-11579831,-9277077,-7763577,-7697529,-7763827,-8355449,-6185582,-8158085,-13618127,-16643049,-15395301,-13554645,-13159886,-12435394,-12369596,-12104108,-6251115,-7631740,-15723757,-16709876,-14868703,-12765131,-12041152,-12040893,-12500669,-11972522,-6317164,-6447978,-7894908,-10263197,-9474197,-8289666,-7368562,-8027006,-8684927,-8487032,-6580590,-6448491,-6579562,-6776683,-6974060,-7171439,-7171951,-7303281,-6514531,-6119510,-7238004,-6777966,-6711660,-6777196,-6908525,-7040366,-7171952,-7304050,-7632757,-6974564,-8027005,-7632503,-7369844,-7303794,-7369331,-7435380,-7632758,-7961466,-8422016,-9144966,2
1320,'2019/09/26 10:01:26:026',9,-7896980,-7371146,-7239044,-7304321,-7501440,-7964304,-11452613,-9876670,-8233385,-8823462,-6976387,-6647419,-6712441,-6777462,-6974582,-7172730,-8489102,-8034206,-7378587,-9148049,-6515321,-6448756,-6579825,-6776432,-6973553,-7039857,-7237235,-7434870,-6843243,-6579806,-6251634,-6382704,-9408149,-13158346,-11579831,-9211797,-7763578,-7631992,-7763827,-8421240,-6251118,-8092291,-13617871,-16643051,-15460837,-13554900,-13159886,-12435394,-12434877,-12104109,-6250860,-7566203,-15657966,-16709876,-14803423,-12830667,-12041152,-12040893,-12500669,-11972522,-6382699,-6513514,-7829115,-10263197,-9408661,-8224386,-7434098,-8027006,-8684928,-8487032,-6580334,-6448746,-6579562,-6776683,-6974060,-7171439,-7171950,-7303538,-6580067,-6119510,-7238003,-6777966,-6711660,-6777194,-6908524,-7040366,-7106416,-7303794,-7633014,-6974821,-8027004,-7632503,-7435380,-7303794,-7369331,-7435380,-7632759,-7895930,-8422016,-9144967,2
1321,'2019/09/26 10:01:26:060',9,-7896980,-7371146,-7239044,-7304321,-7501440,-7964304,-11452613,-9876670,-8233385,-8823462,-6976387,-6647419,-6712441,-6777462,-6974582,-7172730,-8489102,-8034206,-7378587,-9148049,-6515321,-6448756,-6579825,-6776432,-6973553,-7039857,-7237235,-7434870,-6843243,-6579806,-6251634,-6382704,-9408149,-13158346,-11579831,-9211797,-7763578,-7631992,-7763827,-8421240,-6251118,-8092291,-13617871,-16643051,-15460837,-13554900,-13159886,-12435394,-12434877,-12104109,-6250860,-7566203,-15657966,-16709876,-14803423,-12830667,-12041152,-12040893,-12500669,-11972522,-6382699,-6513514,-7829115,-10263197,-9408661,-8224386,-7434098,-8027006,-8684928,-8487032,-6580334,-6448746,-6579562,-6776683,-6974060,-7171439,-7171950,-7303538,-6580067,-6119510,-7238003,-6777966,-6711660,-6777194,-6908524,-7040366,-7106416,-7303794,-7633014,-6974821,-8027004,-7632503,-7435380,-7303794,-7369331,-7435380,-7632759,-7895930,-8422016,-9144967,2
1322,'2019/09/26 10:01:26:095',9,-7896980,-7371146,-7239044,-7304320,-7501185,-8030351,-11518407,-9745598,-8233385,-8757926,-6910852,-6712956,-6712441,-6777717,-7040118,-7238265,-8423566,-8033950,-7378589,-9147794,-6449785,-6449012,-6579826,-6710896,-6973554,-7039857,-7237235,-7434870,-6843243,-6579550,-6251633,-6447984,-9407893,-13223883,-11579831,-9277077,-7763578,-7697529,-7763827,-8355705,-6251118,-8092291,-13617870,-16643050,-15395301,-13554900,-13159886,-12369858,-12369596,-12104364,-6250861,-7566203,-15723501,-16709876,-14868703,-12830667,-12041152,-12040893,-12435133,-11972522,-6382444,-6447977,-7829116,-10197661,-9474198,-8289666,-7368817,-8027005,-8684927,-8487032,-6580335,-6448490,-6579562,-6776683,-6974061,-7171694,-7171951,-7303538,-6514531,-6119510,-7172467,-6843502,-6646123,-6777196,-6843244,-7040366,-7171952,-7304050,-7633013,-6974565,-8027005,-7632502,-7435381,-7303795,-7303794,-7435380,-7632758,-7895929,-8422015,-9079431,2
1323,'2019/09/26 10:01:26:127',9,-7896980,-7371146,-7239044,-7304320,-7501185,-8030351,-11518407,-9745598,-8233385,-8757926,-6910852,-6712956,-6712441,-6777717,-7040118,-7238265,-8423566,-8033950,-7378589,-9147794,-6449785,-6449012,-6579826,-6710896,-6973554,-7039857,-7237235,-7434870,-6843243,-6579550,-6251633,-6447984,-9407893,-13223883,-11579831,-9277077,-7763578,-7697529,-7763827,-8355705,-6251118,-8092291,-13617870,-16643050,-15395301,-13554900,-13159886,-12369858,-12369596,-12104364,-6250861,-7566203,-15723501,-16709876,-14868703,-12830667,-12041152,-12040893,-12435133,-11972522,-6382444,-6447977,-7829116,-10197661,-9474198,-8289666,-7368817,-8027005,-8684927,-8487032,-6580335,-6448490,-6579562,-6776683,-6974061,-7171694,-7171951,-7303538,-6514531,-6119510,-7172467,-6843502,-6646123,-6777196,-6843244,-7040366,-7171952,-7304050,-7633013,-6974565,-8027005,-7632502,-7435381,-7303795,-7303794,-7435380,-7632758,-7895929,-8422015,-9079431,2
1324,'2019/09/26 10:01:26:160',9,-7831700,-7436681,-7239045,-7304321,-7501185,-7964561,-11189700,-9744827,-8233385,-8823719,-6976389,-6647420,-6712440,-6777717,-6974583,-7172986,-8686994,-8034207,-7247518,-9214100,-6449786,-6449011,-6579826,-6710897,-6973553,-7039856,-7302771,-7435384,-6843243,-6514269,-6251633,-6447984,-9408149,-13224139,-11580087,-9277077,-7763578,-7697528,-7763827,-8355704,-6250861,-8092291,-13618126,-16643050,-15460838,-13554646,-13159888,-12435393,-12369596,-12169646,-6251116,-7565946,-15658221,-16709876,-14868703,-12830667,-12041152,-12040893,-12435133,-12038057,-6382443,-6447978,-7829116,-10197660,-9474197,-8224130,-7434098,-8027006,-8684927,-8487031,-6580335,-6448491,-6645099,-6776683,-6974060,-7171439,-7171695,-7303538,-6580067,-6119510,-7172468,-6778221,-6711660,-6777195,-6842989,-7040366,-7106415,-7304049,-7632758,-6974820,-8027005,-7632503,-7435380,-7303794,-7369330,-7435381,-7632758,-7895929,-8422016,-9144967,2
1325,'2019/09/26 10:01:26:194',9,-7896980,-7371147,-7239045,-7304322,-7501439,-8029841,-11124421,-9810619,-8298922,-8823976,-6976387,-6712955,-6712441,-6777718,-6974837,-7238524,-8884374,-8099743,-7051168,-9346202,-6449785,-6383476,-6579826,-6776433,-6973553,-7039856,-7237235,-7501693,-6909293,-6579806,-6251634,-6382448,-9408149,-13289676,-11645624,-9277334,-7829114,-7631992,-7763827,-8421241,-6250862,-8026755,-13617869,-16643049,-15395301,-13554645,-13159887,-12435393,-12369597,-12169645,-6251116,-7565946,-15657965,-16709876,-14868703,-12765131,-12041152,-11975357,-12435134,-12038058,-6317164,-6513513,-7763579,-10197405,-9474198,-8224129,-7368561,-8027005,-8684671,-8486775,-6580590,-6448491,-6579561,-6776683,-6974060,-7171439,-7171950,-7303282,-6580067,-6053974,-7238004,-6843502,-6711660,-6711659,-6908525,-7040366,-7171952,-7303794,-7632758,-7040356,-8027005,-7632502,-7435380,-7303795,-7303794,-7435381,-7632758,-7961466,-8422015,-9079431,2
1326,'2019/09/26 10:01:26:227',9,-7896980,-7371147,-7239045,-7304322,-7501439,-8029841,-11124421,-9810619,-8298922,-8823976,-6976387,-6712955,-6712441,-6777718,-6974837,-7238524,-8884374,-8099743,-7051168,-9346202,-6449785,-6383476,-6579826,-6776433,-6973553,-7039856,-7237235,-7501693,-6909293,-6579806,-6251634,-6382448,-9408149,-13289676,-11645624,-9277334,-7829114,-7631992,-7763827,-8421241,-6250862,-8026755,-13617869,-16643049,-15395301,-13554645,-13159887,-12435393,-12369597,-12169645,-6251116,-7565946,-15657965,-16709876,-14868703,-12765131,-12041152,-11975357,-12435134,-12038058,-6317164,-6513513,-7763579,-10197405,-9474198,-8224129,-7368561,-8027005,-8684671,-8486775,-6580590,-6448491,-6579561,-6776683,-6974060,-7171439,-7171950,-7303282,-6580067,-6053974,-7238004,-6843502,-6711660,-6711659,-6908525,-7040366,-7171952,-7303794,-7632758,-7040356,-8027005,-7632502,-7435380,-7303795,-7303794,-7435381,-7632758,-7961466,-8422015,-9079431,2
1327,'2019/09/26 10:01:26:260',9,-7831701,-7371146,-7239044,-7238785,-7501439,-7898251,-11058372,-10007999,-8299434,-8955820,-6910852,-6712955,-6646905,-6777718,-7040118,-7304832,-9148060,-8165535,-6854048,-9281694,-6449786,-6448756,-6579826,-6776432,-6973553,-7105393,-7302772,-7371648,-7041394,-6645599,-6251634,-6382448,-9408150,-13289932,-11711417,-9277333,-7763578,-7697529,-7763827,-8421241,-6251117,-8092291,-13552333,-16643049,-15460837,-13554646,-13159886,-12435394,-12435133,-12104365,-6251116,-7565947,-15723757,-16709876,-14803168,-12830411,-12041152,-12040893,-12500668,-12037801,-6382443,-6513514,-7763323,-10131868,-9408661,-8224130,-7434097,-8027006,-8684671,-8421495,-6580590,-6448491,-6579563,-6776683,-6974061,-7171439,-7171695,-7303537,-6580068,-6119510,-7172468,-6843502,-6711659,-6777195,-6842989,-7040366,-7172208,-7369330,-7633014,-7040356,-8027004,-7632503,-7435125,-7303539,-7369331,-7435380,-7632758,-7961466,-8422272,-9079686,2
1328,'2019/09/26 10:01:26:294',9,-7831701,-7371146,-7239044,-7238785,-7501439,-7898251,-11058372,-10007999,-8299434,-8955820,-6910852,-6712955,-6646905,-6777718,-7040118,-7304832,-9148060,-8165535,-6854048,-9281694,-6449786,-6448756,-6579826,-6776432,-6973553,-7105393,-7302772,-7371648,-7041394,-6645599,-6251634,-6382448,-9408150,-13289932,-11711417,-9277333,-7763578,-7697529,-7763827,-8421241,-6251117,-8092291,-13552333,-16643049,-15460837,-13554646,-13159886,-12435394,-12435133,-12104365,-6251116,-7565947,-15723757,-16709876,-14803168,-12830411,-12041152,-12040893,-12500668,-12037801,-6382443,-6513514,-7763323,-10131868,-9408661,-8224130,-7434097,-8027006,-8684671,-8421495,-6580590,-6448491,-6579563,-6776683,-6974061,-7171439,-7171695,-7303537,-6580068,-6119510,-7172468,-6843502,-6711659,-6777195,-6842989,-7040366,-7172208,-7369330,-7633014,-7040356,-8027004,-7632503,-7435125,-7303539,-7369331,-7435380,-7632758,-7961466,-8422272,-9079686,2
